pha_name,pha_participant_code,pha_geography,pha_county_fips_code,pha_place_fips_code,pha_state_fips_code,year,pha_total_occupied_units,pha_filings,pha_households_threatened,pha_filing_rate,pha_hhlds_threatened_rate
MANCHESTER,CT026,City,,0944690,09,2010,307.48999,10,10,3.25,3.25
BRIDGEPORT,CT001,City,,0908000,09,2010,2482.5601,219,204,8.8199997,8.2200003
MANCHESTER,CT026,City,,0944690,09,2011,301.14999,3,3,1,1
HARTFORD,CT003,City & County,09003,0937000,09,2011,985.59998,98,94,9.9399996,9.54
GREENWICH,CT019,City,,0933690,09,2011,317.19,44,41,13.87,12.93
EAST HARTFORD,CT013,City,,0922700,09,2011,614.78998,40,40,6.5100002,6.5100002
DANBURY,CT020,City,,0918430,09,2011,346.57999,0,0,0,0
BRISTOL,CT023,City,,0908420,09,2011,529.62,65,63,12.27,11.9
STRATFORD,CT027,City,,0974260,09,2011,297.98999,40,37,13.42,12.42
BRIDGEPORT,CT001,City,,0908000,09,2011,2482.5601,287,255,11.56,10.27
WINDSOR LOCKS,CT032,City,,0987140,09,2011,75.239998,7,7,9.3000002,9.3000002
NEW BRITAIN,CT005,City,,0950370,09,2011,787.91998,91,88,11.55,11.17
NORWALK,CT002,City,,0955990,09,2011,835.94,66,65,7.9000001,7.7800002
MANCHESTER,CT026,City,,0944690,09,2012,297.98001,4,4,1.34,1.34
HARTFORD,CT003,City & County,09003,0937000,09,2012,1030.03,132,124,12.82,12.04
WINDSOR LOCKS,CT032,City,,0987140,09,2012,75.239998,3,3,3.99,3.99
EAST HARTFORD,CT013,City,,0922700,09,2012,607.59998,31,31,5.0999999,5.0999999
BRISTOL,CT023,City,,0908420,09,2012,524.15997,52,48,9.9200001,9.1599998
NEW BRITAIN,CT005,City,,0950370,09,2012,787.91998,51,50,6.4699998,6.3499999
NEWARK,DE003,City,,1050670,10,2009,53.900002,4,2,7.4200001,3.71
WILMINGTON,DE001,City,,1077580,10,2009,1248.9,227,201,18.18,16.09
NEWARK,DE003,City,,1050670,10,2010,52.919998,5,4,9.4499998,7.5599999
WILMINGTON,DE001,City,,1077580,10,2010,1247.2,239,199,19.16,15.96
DOVER,DE002,City,,1021200,10,2010,279.29999,101,89,36.16,31.870001
NEWARK,DE003,City,,1050670,10,2011,54.880001,3,2,5.4699998,3.6400001
DOVER,DE002,City,,1021200,10,2011,279.29999,91,71,32.580002,25.42
WILMINGTON,DE001,City,,1077580,10,2011,1261.17,224,187,17.76,14.83
WILMINGTON,DE001,City,,1077580,10,2012,1322.6,250,188,18.9,14.21
DOVER,DE002,City,,1021200,10,2012,279.29999,137,93,49.049999,33.299999
NEWARK,DE003,City,,1050670,10,2012,55.860001,4,3,7.1599998,5.3699999
NEWARK,DE003,City,,1050670,10,2013,55.860001,4,4,7.1599998,7.1599998
WILMINGTON,DE001,City,,1077580,10,2013,1390.62,266,215,19.129999,15.46
DOVER,DE002,City,,1021200,10,2013,280.12,106,79,37.84,28.200001
NEWARK,DE003,City,,1050670,10,2014,54.880001,4,4,7.29,7.29
DOVER,DE002,City,,1021200,10,2014,280.32999,123,91,43.880001,32.459999
WILMINGTON,DE001,City,,1077580,10,2014,1390.62,259,209,18.620001,15.03
DOVER,DE002,City,,1021200,10,2015,280.32999,196,128,69.919998,45.66
NEWARK,DE003,City,,1050670,10,2015,89.18,4,3,4.4899998,3.3599999
WILMINGTON,DE001,City,,1077580,10,2015,1410.36,237,194,16.799999,13.76
NEWARK,DE003,City,,1050670,10,2016,98,15,10,15.31,10.2
DOVER,DE002,City,,1021200,10,2016,280.32999,146,104,52.080002,37.099998
WILMINGTON,DE001,City,,1077580,10,2016,1396.5601,203,178,14.54,12.75
WINTER PARK,FL082,City,,1278300,12,2006,169.28999,7,7,4.1300001,4.1300001
PALM BEACH,FL080,County,12099,,12,2006,508.25,28,23,5.5100002,4.5300002
TARPON SPRINGS,FL058,City,,1271150,12,2006,225,4,4,1.78,1.78
SAINT PETERSBURG,FL002,City,,1263000,12,2006,480.20001,5,5,1.04,1.04
PAHOKEE,FL021,City,,1253800,12,2006,449.10001,8,8,1.78,1.78
PENSACOLA,FL006,City,,1255925,12,2006,590.94,28,28,4.7399998,4.7399998
CLEARWATER,FL075,City,,1212875,12,2006,225.72,34,34,15.06,15.06
JACKSONVILLE,FL001,City,,1235000,12,2006,2399.76,335,296,13.96,12.33
BOCA RATON,FL119,City,,1207300,12,2006,94.050003,6,6,6.3800001,6.3800001
PINELLAS CO.,FL062,County,12103,,12,2006,564.29999,63,62,11.16,10.99
EUSTIS,FL040,City,,1221350,12,2006,58.200001,2,2,3.4400001,3.4400001
WEST PALM BEACH,FL009,City,,1276600,12,2006,601.91998,23,19,3.8199999,3.1600001
RIVIERA BEACH,FL076,City,,1260975,12,2006,50,2,2,4,4
ORLANDO,FL004,City,,1253000,12,2006,1414.14,73,72,5.1599998,5.0900002
RIVIERA BEACH,FL076,City,,1260975,12,2007,37,1,1,2.7,2.7
PALM BEACH,FL080,County,12099,,12,2007,477.84,29,27,6.0700002,5.6500001
PAHOKEE,FL021,City,,1253800,12,2007,442.89999,11,11,2.48,2.48
BOCA RATON,FL119,City,,1207300,12,2007,93.099998,8,8,8.5900002,8.5900002
PENSACOLA,FL006,City,,1255925,12,2007,596.96997,23,23,3.8499999,3.8499999
EUSTIS,FL040,City,,1221350,12,2007,58.200001,1,1,1.72,1.72
LAKE WALES,FL071,City,,1238950,12,2007,140,0,0,0,0
JACKSONVILLE,FL001,City,,1235000,12,2007,2571.47,524,459,20.379999,17.85
SAINT PETERSBURG,FL002,City,,1263000,12,2007,408.87,20,20,4.8899999,4.8899999
PINELLAS CO.,FL062,County,12103,,12,2007,535.5,37,37,6.9099998,6.9099998
BARTOW,FL026,City,,1203675,12,2007,82,1,1,1.22,1.22
TARPON SPRINGS,FL058,City,,1271150,12,2007,225,13,13,5.7800002,5.7800002
CLEARWATER,FL075,City,,1212875,12,2007,200.64,34,30,16.950001,14.95
TALLAHASSEE,FL073,City,,1270600,12,2007,489.57999,42,35,8.5799999,7.1500001
LAKELAND,FL011,City,,1238250,12,2007,424.14999,28,26,6.5999999,6.1300001
WINTER HAVEN,FL139,City,,1278275,12,2007,152.75999,10,10,6.5500002,6.5500002
ORLANDO,FL004,City,,1253000,12,2007,1298.7,134,132,10.32,10.16
WEST PALM BEACH,FL009,City,,1276600,12,2007,601.91998,27,23,4.4899998,3.8199999
WINTER PARK,FL082,City,,1278300,12,2007,171,15,14,8.7700005,8.1899996
MULBERRY,FL054,City,,1247200,12,2007,26,3,3,11.54,11.54
CLEARWATER,FL075,City,,1212875,12,2008,200.89999,23,23,11.45,11.45
WINTER HAVEN,FL139,City,,1278275,12,2008,156.48,5,5,3.2,3.2
BARTOW,FL026,City,,1203675,12,2008,77.900002,7,7,8.9899998,8.9899998
TALLAHASSEE,FL073,City,,1270600,12,2008,512.64001,28,26,5.46,5.0700002
TARPON SPRINGS,FL058,City,,1271150,12,2008,218.25,12,10,5.5,4.5799999
PINELLAS CO.,FL062,County,12103,,12,2008,450.45001,46,46,10.21,10.21
JACKSONVILLE,FL001,City,,1235000,12,2008,2598.96,393,350,15.12,13.47
LAKELAND,FL011,City,,1238250,12,2008,392.84,26,23,6.6199999,5.8499999
EUSTIS,FL040,City,,1221350,12,2008,55.799999,1,1,1.79,1.79
MULBERRY,FL054,City,,1247200,12,2008,24.959999,5,5,20.030001,20.030001
SPRINGFIELD,FL035,City,,1268275,12,2008,40,8,7,20,17.5
PANAMA CITY,FL018,City,,1254700,12,2008,432,81,62,18.75,14.35
LAKE WALES,FL071,City,,1238950,12,2008,134.39999,1,1,.74000001,.74000001
SAINT PETERSBURG,FL002,City,,1263000,12,2008,337.59,10,10,2.96,2.96
PENSACOLA,FL006,City,,1255925,12,2009,603,18,16,2.99,2.6500001
SPRINGFIELD,FL035,City,,1268275,12,2009,40,0,0,0,0
LAKE WALES,FL071,City,,1238950,12,2009,138.60001,1,1,.72000003,.72000003
MULBERRY,FL054,City,,1247200,12,2009,23.92,8,8,33.439999,33.439999
TARPON SPRINGS,FL058,City,,1271150,12,2009,222.75,16,16,7.1799998,7.1799998
TALLAHASSEE,FL073,City,,1270600,12,2009,505.72,40,35,7.9099998,6.9200001
JACKSONVILLE,FL001,City,,1235000,12,2009,2570.5,302,280,11.75,10.89
PINELLAS CO.,FL062,County,12103,,12,2009,470.25,27,26,5.7399998,5.5300002
CLEARWATER,FL075,City,,1212875,12,2009,196.8,25,24,12.7,12.2
BARTOW,FL026,City,,1203675,12,2009,73.800003,0,0,0,0
PLANT CITY,FL034,City,,1257550,12,2009,200,10,8,5,4
WINTER HAVEN,FL139,City,,1278275,12,2009,158.39999,40,36,25.25,22.73
TAMPA,FL003,City,,1271000,12,2009,2745.0901,294,274,10.71,9.9799995
LAKELAND,FL011,City,,1238250,12,2009,299.64999,6,5,2,1.67
PANAMA CITY,FL018,City,,1254700,12,2009,360,46,46,12.78,12.78
PINELLAS CO.,FL062,County,12103,,12,2010,465.29999,33,32,7.0900002,6.8800001
BARTOW,FL026,City,,1203675,12,2010,77.900002,5,5,6.4200001,6.4200001
TITUSVILLE,FL025,City,,1271900,12,2010,226.95,5,5,2.2,2.2
WINTER HAVEN,FL139,City,,1278275,12,2010,175.42,20,19,11.4,10.83
PENSACOLA,FL006,City,,1255925,12,2010,596.96997,12,11,2.01,1.84
MULBERRY,FL054,City,,1247200,12,2010,26,6,6,23.08,23.08
TALLAHASSEE,FL073,City,,1270600,12,2010,506.66,35,34,6.9099998,6.71
COCOA,FL019,City,,1213150,12,2010,288.35999,15,15,5.1999998,5.1999998
JACKSONVILLE,FL001,City,,1235000,12,2010,2577.6001,303,273,11.76,10.59
LAKE WALES,FL071,City,,1238950,12,2010,137.2,0,0,0,0
EUSTIS,FL040,City,,1221350,12,2010,51,1,1,1.96,1.96
MELBOURNE,FL056,City,,1243975,12,2010,141,13,13,9.2200003,9.2200003
CLEARWATER,FL075,City,,1212875,12,2010,200.89999,24,23,11.95,11.45
BREVARD COUNTY,FL020,County,12009,,12,2010,423.16,18,18,4.25,4.25
SPRINGFIELD,FL035,City,,1268275,12,2010,40,0,0,0,0
TAMPA,FL003,City,,1271000,12,2010,2762.6001,306,289,11.08,10.46
TARPON SPRINGS,FL058,City,,1271150,12,2010,202.5,12,12,5.9299998,5.9299998
PANAMA CITY,FL018,City,,1254700,12,2010,409.5,18,16,4.4000001,3.9100001
PLANT CITY,FL034,City,,1257550,12,2010,200,11,10,5.5,5
PASCO COUNTY,FL104,County,12101,,12,2010,185.12,12,11,6.48,5.9400001
LAKELAND,FL011,City,,1238250,12,2010,355.64001,0,0,0,0
PALM BEACH,FL080,County,12099,,12,2011,470.25,5,5,1.0599999,1.0599999
PASCO COUNTY,FL104,County,12101,,12,2011,188.37,9,9,4.7800002,4.7800002
MELBOURNE,FL056,City,,1243975,12,2011,147,7,6,4.7600002,4.0799999
LIVE OAK,FL027,City,,1240875,12,2011,100.88,2,2,1.98,1.98
SPRINGFIELD,FL035,City,,1268275,12,2011,40,4,4,10,10
PAHOKEE,FL021,City,,1253800,12,2011,456,12,11,2.6300001,2.4100001
TITUSVILLE,FL025,City,,1271900,12,2011,244.8,1,1,.41,.41
COCOA,FL019,City,,1213150,12,2011,300.84,24,20,7.98,6.6500001
PINELLAS CO.,FL062,County,12103,,12,2011,475.20001,64,63,13.47,13.26
LAKELAND,FL011,City,,1238250,12,2011,374.10001,12,12,3.21,3.21
BARTOW,FL026,City,,1203675,12,2011,81.18,2,2,2.46,2.46
TARPON SPRINGS,FL058,City,,1271150,12,2011,222.75,8,8,3.5899999,3.5899999
PANAMA CITY,FL018,City,,1254700,12,2011,432,19,18,4.4000001,4.1700001
PLANT CITY,FL034,City,,1257550,12,2011,198,3,3,1.52,1.52
DUNEDIN,FL061,City,,1218575,12,2011,15,0,0,0,0
BREVARD COUNTY,FL020,County,12009,,12,2011,387.39999,16,15,4.1300001,3.8699999
CLEARWATER,FL075,City,,1212875,12,2011,200.89999,15,15,7.4699998,7.4699998
TALLAHASSEE,FL073,City,,1270600,12,2011,520.32001,44,43,8.46,8.2600002
WINTER HAVEN,FL139,City,,1278275,12,2011,170.88,31,31,18.139999,18.139999
LAKE WALES,FL071,City,,1238950,12,2011,134.39999,3,3,2.23,2.23
EUSTIS,FL040,City,,1221350,12,2011,55.799999,2,2,3.5799999,3.5799999
SUWANNEE,FL050,County,12121,,12,2011,20,5,5,25,25
JACKSONVILLE,FL001,City,,1235000,12,2011,2636.2,277,238,10.51,9.0299997
TAMPA,FL003,City,,1271000,12,2011,2887.6899,310,285,10.74,9.8699999
SAINT PETERSBURG,FL002,City,,1263000,12,2011,323.01001,11,11,3.4100001,3.4100001
WEST PALM BEACH,FL009,City,,1276600,12,2011,492.48001,30,23,6.0900002,4.6700001
WINTER HAVEN,FL139,City,,1278275,12,2012,172.8,18,17,10.42,9.8400002
PINELLAS CO.,FL062,County,12103,,12,2012,475.20001,63,60,13.26,12.63
PAHOKEE,FL021,City,,1253800,12,2012,459.62,9,9,1.96,1.96
TALLAHASSEE,FL073,City,,1270600,12,2012,520.32001,72,58,13.84,11.15
BOCA RATON,FL119,City,,1207300,12,2012,93.099998,10,9,10.74,9.6700001
JACKSONVILLE,FL001,City,,1235000,12,2012,2738.3101,328,268,11.98,9.79
PANAMA CITY,FL018,City,,1254700,12,2012,436.5,25,23,5.73,5.27
MELBOURNE,FL056,City,,1243975,12,2012,142.5,6,5,4.21,3.51
SAINT PETERSBURG,FL002,City,,1263000,12,2012,329.67001,21,20,6.3699999,6.0700002
PALM BEACH,FL080,County,12099,,12,2012,475.20001,5,5,1.05,1.05
LIVE OAK,FL027,City,,1240875,12,2012,104,4,4,3.8499999,3.8499999
LAKE WALES,FL071,City,,1238950,12,2012,168.56,1,1,.58999997,.58999997
CLEARWATER,FL075,City,,1212875,12,2012,198.85001,16,15,8.0500002,7.54
COCOA,FL019,City,,1213150,12,2012,313.92001,30,27,9.5600004,8.6000004
TITUSVILLE,FL025,City,,1271900,12,2012,242.25,7,7,2.8900001,2.8900001
LAKELAND,FL011,City,,1238250,12,2012,426.54999,15,14,3.52,3.28
BREVARD COUNTY,FL020,County,12009,,12,2012,387.39999,15,15,3.8699999,3.8699999
EUSTIS,FL040,City,,1221350,12,2012,58.799999,2,1,3.4000001,1.7
TARPON SPRINGS,FL058,City,,1271150,12,2012,220.5,29,27,13.15,12.24
ALACHUA COUNTY,FL070,County,12001,,12,2012,245.64,74,66,30.129999,26.870001
BARTOW,FL026,City,,1203675,12,2012,82,2,2,2.4400001,2.4400001
WEST PALM BEACH,FL009,City,,1276600,12,2012,500.64001,23,21,4.5900002,4.1900001
SUWANNEE,FL050,County,12121,,12,2012,18,0,0,0,0
GAINESVILLE,FL063,City,,1225175,12,2012,571.5,43,41,7.52,7.1700001
DUNEDIN,FL061,City,,1218575,12,2012,15,0,0,0,0
SPRINGFIELD,FL035,City,,1268275,12,2012,40,1,1,2.5,2.5
TARPON SPRINGS,FL058,City,,1271150,12,2013,220.5,19,17,8.6199999,7.71
COCOA,FL019,City,,1213150,12,2013,310.64999,21,20,6.7600002,6.4400001
PAHOKEE,FL021,City,,1253800,12,2013,475.29999,13,12,2.74,2.52
DUNEDIN,FL061,City,,1218575,12,2013,15,0,0,0,0
PALM BEACH,FL080,County,12099,,12,2013,485.10001,2,2,.41,.41
BREVARD COUNTY,FL020,County,12009,,12,2013,381.64001,7,7,1.83,1.83
SAINT PETERSBURG,FL002,City,,1263000,12,2013,367.29001,9,9,2.45,2.45
TALLAHASSEE,FL073,City,,1270600,12,2013,520.32001,31,30,5.96,5.77
LIVE OAK,FL027,City,,1240875,12,2013,104,2,2,1.92,1.92
LAKELAND,FL011,City,,1238250,12,2013,420.17999,12,9,2.8599999,2.1400001
WEST PALM BEACH,FL009,City,,1276600,12,2013,548.96002,27,25,4.9200001,4.5500002
ALACHUA COUNTY,FL070,County,12001,,12,2013,245.64,23,19,9.3599997,7.73
MELBOURNE,FL056,City,,1243975,12,2013,142.5,1,1,.69999999,.69999999
PINELLAS CO.,FL062,County,12103,,12,2013,292.04999,37,36,12.67,12.33
SPRINGFIELD,FL035,City,,1268275,12,2013,40,0,0,0,0
SUWANNEE,FL050,County,12121,,12,2013,20,0,0,0,0
CLEARWATER,FL075,City,,1212875,12,2013,200.89999,21,21,10.45,10.45
JACKSONVILLE,FL001,City,,1235000,12,2013,2761.5901,277,236,10.03,8.5500002
TITUSVILLE,FL025,City,,1271900,12,2013,249.89999,3,3,1.2,1.2
LAKE WALES,FL071,City,,1238950,12,2013,166.84,5,5,3,3
BARTOW,FL026,City,,1203675,12,2013,78.720001,4,3,5.0799999,3.8099999
BOCA RATON,FL119,City,,1207300,12,2013,92.150002,6,6,6.5100002,6.5100002
GAINESVILLE,FL063,City,,1225175,12,2013,609.59998,15,15,2.46,2.46
PANAMA CITY,FL018,City,,1254700,12,2013,441,31,30,7.0300002,6.8000002
WINTER HAVEN,FL139,City,,1278275,12,2013,174.60001,15,14,8.5900002,8.0200005
PALM BEACH,FL080,County,12099,,12,2014,480.14999,4,4,.82999998,.82999998
GAINESVILLE,FL063,City,,1225175,12,2014,609.59998,15,15,2.46,2.46
BREVARD COUNTY,FL020,County,12009,,12,2014,385.70001,12,12,3.1099999,3.1099999
TITUSVILLE,FL025,City,,1271900,12,2014,249.89999,2,2,.80000001,.80000001
SPRINGFIELD,FL035,City,,1268275,12,2014,40,1,1,2.5,2.5
SAINT PETERSBURG,FL002,City,,1263000,12,2014,352.45001,12,12,3.4000001,3.4000001
ALACHUA COUNTY,FL070,County,12001,,12,2014,267.72,25,24,9.3400002,8.96
PAHOKEE,FL021,City,,1253800,12,2014,475.20001,15,14,3.1600001,2.95
TARPON SPRINGS,FL058,City,,1271150,12,2014,212.44,22,20,10.36,9.4099998
LAKE WALES,FL071,City,,1238950,12,2014,166.84,3,3,1.8,1.8
TALLAHASSEE,FL073,City,,1270600,12,2014,527.67999,36,34,6.8200002,6.4400001
COCOA,FL019,City,,1213150,12,2014,323.73001,14,14,4.3200002,4.3200002
BRADENTON,FL023,City,,1207950,12,2014,238.08,36,36,15.12,15.12
PANAMA CITY,FL018,City,,1254700,12,2014,414,17,16,4.1100001,3.8599999
LAKELAND,FL011,City,,1238250,12,2014,311.64001,10,8,3.21,2.5699999
JACKSONVILLE,FL001,City,,1235000,12,2014,2812.6001,248,240,8.8199997,8.5299997
BOCA RATON,FL119,City,,1207300,12,2014,89.300003,7,7,7.8400002,7.8400002
WINTER HAVEN,FL139,City,,1278275,12,2014,172.8,19,19,11,11
CLEARWATER,FL075,City,,1212875,12,2014,202.95,19,18,9.3599997,8.8699999
PINELLAS CO.,FL062,County,12103,,12,2014,317.76001,22,20,6.9200001,6.29
BARTOW,FL026,City,,1203675,12,2014,82,7,6,8.54,7.3200002
WEST PALM BEACH,FL009,City,,1276600,12,2014,258.13,41,37,15.88,14.33
MELBOURNE,FL056,City,,1243975,12,2014,142.5,1,1,.69999999,.69999999
MANATEE CO.,FL105,County,12081,,12,2014,75.199997,7,7,9.3100004,9.3100004
JACKSONVILLE,FL001,City,,1235000,12,2015,2820.4399,258,236,9.1499996,8.3699999
LAKELAND,FL011,City,,1238250,12,2015,309.42999,4,3,1.29,.97000003
EUSTIS,FL040,City,,1221350,12,2015,58.200001,2,2,3.4400001,3.4400001
TAMPA,FL003,City,,1271000,12,2015,2806.9199,108,104,3.8499999,3.71
ALACHUA COUNTY,FL070,County,12001,,12,2015,273.23999,23,22,8.4200001,8.0500002
TARPON SPRINGS,FL058,City,,1271150,12,2015,129.69,15,15,11.57,11.57
CLEARWATER,FL075,City,,1212875,12,2015,216,11,11,5.0900002,5.0900002
LAKE WALES,FL071,City,,1238950,12,2015,163.39999,5,4,3.0599999,2.45
GAINESVILLE,FL063,City,,1225175,12,2015,596.90002,10,10,1.6799999,1.6799999
SPRINGFIELD,FL035,City,,1268275,12,2015,40,4,2,10,5
PLANT CITY,FL034,City,,1257550,12,2015,198,3,3,1.52,1.52
MANATEE CO.,FL105,County,12081,,12,2015,76.800003,0,0,0,0
BREVARD COUNTY,FL020,County,12009,,12,2015,389.76001,10,10,2.5699999,2.5699999
BARTOW,FL026,City,,1203675,12,2015,80.360001,4,4,4.98,4.98
PINELLAS CO.,FL062,County,12103,,12,2015,311.14001,29,25,9.3199997,8.0299997
PAHOKEE,FL021,City,,1253800,12,2015,475.20001,24,22,5.0500002,4.6300001
TALLAHASSEE,FL073,City,,1270600,12,2015,533.12,41,41,7.6900001,7.6900001
WEST PALM BEACH,FL009,City,,1276600,12,2015,202.14999,33,29,16.32,14.35
BOCA RATON,FL119,City,,1207300,12,2015,92.150002,1,1,1.09,1.09
SAINT PETERSBURG,FL002,City,,1263000,12,2015,367.29001,18,17,4.9000001,4.6300001
TITUSVILLE,FL025,City,,1271900,12,2015,249.89999,1,1,.40000001,.40000001
WINTER HAVEN,FL139,City,,1278275,12,2015,175.23,16,15,9.1300001,8.5600004
MELBOURNE,FL056,City,,1243975,12,2015,142.5,0,0,0,0
BRADENTON,FL023,City,,1207950,12,2015,243.03999,14,14,5.7600002,5.7600002
COCOA,FL019,City,,1213150,12,2015,327,9,8,2.75,2.45
PANAMA CITY,FL018,City,,1254700,12,2015,441,52,48,11.79,10.88
PALM BEACH,FL080,County,12099,,12,2015,475.20001,2,2,.41999999,.41999999
TAMPA,FL003,City,,1271000,12,2016,1120.05,76,73,6.79,6.52
BRADENTON,FL023,City,,1207950,12,2016,233.12,18,16,7.7199998,6.8600001
JACKSONVILLE,FL001,City,,1235000,12,2016,2831.3999,251,242,8.8599997,8.5500002
CLEARWATER,FL075,City,,1212875,12,2016,215.34,30,29,13.93,13.47
SPRINGFIELD,FL035,City,,1268275,12,2016,40,0,0,0,0
TITUSVILLE,FL025,City,,1271900,12,2016,248.92,8,7,3.21,2.8099999
EUSTIS,FL040,City,,1221350,12,2016,57,0,0,0,0
TALLAHASSEE,FL073,City,,1270600,12,2016,531.63,49,46,9.2200003,8.6499996
LAKELAND,FL011,City,,1238250,12,2016,304.78,5,5,1.64,1.64
PANAMA CITY,FL018,City,,1254700,12,2016,409.5,50,46,12.21,11.23
COCOA,FL019,City,,1213150,12,2016,304.10999,24,21,7.8899999,6.9099998
GAINESVILLE,FL063,City,,1225175,12,2016,621.71997,31,26,4.9899998,4.1799998
MELBOURNE,FL056,City,,1243975,12,2016,145.03999,0,0,0,0
MANATEE CO.,FL105,County,12081,,12,2016,77,3,3,3.9000001,3.9000001
BARTOW,FL026,City,,1203675,12,2016,81.18,2,2,2.46,2.46
ALACHUA COUNTY,FL070,County,12001,,12,2016,272.25,23,18,8.4499998,6.6100001
PLANT CITY,FL034,City,,1257550,12,2016,196,4,4,2.04,2.04
PINELLAS CO.,FL062,County,12103,,12,2016,316.54001,29,27,9.1599998,8.5299997
LAKE WALES,FL071,City,,1238950,12,2016,170.28,0,0,0,0
TARPON SPRINGS,FL058,City,,1271150,12,2016,127.71,6,6,4.6999998,4.6999998
SAINT PETERSBURG,FL002,City,,1263000,12,2016,363.57999,27,25,7.4299998,6.8800001
WINTER HAVEN,FL139,City,,1278275,12,2016,172.48,5,4,2.9000001,2.3199999
BREVARD COUNTY,FL020,County,12009,,12,2016,400.60999,0,0,0,0
SWAINSBORO,GA131,City,,1374964,13,2006,258.39001,52,46,20.120001,17.799999
ALAMO,GA178,City,,1300996,13,2006,36.099998,0,0,0,0
GLENWOOD,GA194,City,,1333392,13,2006,46.080002,1,1,2.1700001,2.1700001
MONROE,GA073,City,,1352192,13,2006,380,78,48,20.530001,12.63
MCDONOUGH,GA182,City,,1348624,13,2006,118,35,27,29.66,22.879999
HARTWELL,GA081,City,,1337144,13,2006,162.75,37,33,22.73,20.280001
CRAWFORDVILLE,GA192,City,,1320316,13,2006,14,0,0,0,0
SPARTA,GA210,City,,1372584,13,2006,22.08,2,2,9.0600004,9.0600004
FORT OGLETHORPE,GA246,City,,1330956,13,2006,74,0,0,0,0
RINGGOLD,GA216,City,,1365324,13,2006,27.9,0,0,0,0
CORDELE,GA063,City,,1319616,13,2006,429.23999,58,41,13.51,9.5500002
JONESBORO,GA228,City,,1342604,13,2006,30.08,1,1,3.3199999,3.3199999
EATONTON,GA072,City,,1326084,13,2006,114,9,8,7.8899999,7.02
LEE COUNTY,GA129,County,13177,,13,2006,95.040001,34,23,35.77,24.200001
CALHOUN,GA119,City,,1312456,13,2006,247.5,17,15,6.8699999,6.0599999
GREENSBORO,GA105,City,,1334876,13,2006,109,41,27,37.610001,24.77
MILLEDGEVILLE,GA200,City,,1351492,13,2006,304,78,61,25.66,20.07
CEDARTOWN,GA025,City,,1314500,13,2006,288.79999,32,28,11.08,9.6999998
STATESBORO,GA132,City,,1373256,13,2006,147,1,1,.68000001,.68000001
METTER,GA189,City,,1351072,13,2006,122,17,17,13.93,13.93
CONYERS,GA184,City,,1319336,13,2006,272.60001,22,20,8.0699997,7.3400002
SOCIAL CIRCLE,GA147,City,,1371660,13,2006,70,17,10,24.290001,14.29
UNION POINT,GA191,City,,1378380,13,2006,59.169998,2,2,3.3800001,3.3800001
SYLVANIA,GA152,City,,1375160,13,2006,78,0,0,0,0
MONTICELLO,GA203,City,,1352416,13,2006,55.860001,2,2,3.5799999,3.5799999
HAZLEHURST,GA137,City,,1337564,13,2006,129.98,18,18,13.85,13.85
CALHOUN,GA119,City,,1312456,13,2007,245,25,24,10.2,9.8000002
MCDONOUGH,GA182,City,,1348624,13,2007,116.82,42,28,35.950001,23.969999
SYLVANIA,GA152,City,,1375160,13,2007,73.32,0,0,0,0
ROBERTA,GA223,City,,1365856,13,2007,65.099998,0,0,0,0
METTER,GA189,City,,1351072,13,2007,122,9,8,7.3800001,6.5599999
CEDARTOWN,GA025,City,,1314500,13,2007,285.76001,22,20,7.6999998,7
HARTWELL,GA081,City,,1337144,13,2007,157.5,45,39,28.57,24.76
SUMMERVILLE,GA153,City,,1374376,13,2007,207.92,5,3,2.4000001,1.4400001
SWAINSBORO,GA131,City,,1374964,13,2007,239.12,20,19,8.3599997,7.9499998
CONYERS,GA184,City,,1319336,13,2007,278.39999,22,21,7.9000001,7.54
ALAMO,GA178,City,,1300996,13,2007,36.860001,2,2,5.4299998,5.4299998
CLAXTON,GA166,City,,1316600,13,2007,179.52,19,16,10.58,8.9099998
VIENNA,GA208,City,,1379444,13,2007,74.400002,4,3,5.3800001,4.0300002
SPARTA,GA210,City,,1372584,13,2007,19.92,1,1,5.02,5.02
JONESBORO,GA228,City,,1342604,13,2007,30.08,2,2,6.6500001,6.6500001
MCCAYSVILLE,GA241,City,,1348428,13,2007,79.199997,2,2,2.53,2.53
GREENSBORO,GA105,City,,1334876,13,2007,109,58,37,53.209999,33.939999
BLUE RIDGE,GA202,City,,1308928,13,2007,48,1,1,2.0799999,2.0799999
CORDELE,GA063,City,,1319616,13,2007,418,70,48,16.75,11.48
ALBANY,GA023,City,,1301052,13,2007,1080,302,245,27.959999,22.690001
LEE COUNTY,GA129,County,13177,,13,2007,95.040001,26,21,27.360001,22.1
FORT OGLETHORPE,GA246,City,,1330956,13,2007,74,0,0,0,0
UNADILLA,GA217,City,,1378156,13,2007,147.84,0,0,0,0
TALLAPOOSA,GA097,City,,1375300,13,2007,164.58,4,3,2.4300001,1.8200001
EATONTON,GA072,City,,1326084,13,2007,114,18,17,15.79,14.91
CRAWFORDVILLE,GA192,City,,1320316,13,2007,14,0,0,0,0
MILLEDGEVILLE,GA200,City,,1351492,13,2007,298.53,43,40,14.4,13.4
MENLO,GA244,City,,1350848,13,2007,20,1,1,5,5
BUCHANAN,GA124,City,,1311616,13,2007,40.939999,0,0,0,0
